village,code,val_binary,comment,code.groups
Nadonjukin,5 5 1 3 2 actor group trust not trusted people,1,statements indicate types of people who are not trusted.,"5.5 norms (trust-reciprocity)/social capital
5.5.1 actor group trust
5 actors (a)"
Nadonjukin,5 5 2 1 intergroup trust low,0,low: members (groups) have no or very little faith or confidence that the other members (groups) will fulfill their promises.the group could be the community (non-leaders) trusting other groups such as village government or grazing committee vice versa.,"5.5 norms (trust-reciprocity)/social capital
5.5.2 inter-group trust
5 actors (a)"
Nadonjukin,5 5 2 2 intergroup trust medium,0,low: members (groups) have some faith or confidence that the other members (groups) will fulfill their promises but are not 100%  (or are at least 75%) confident.the group could be the community (non-leaders) trusting other groups such as village government or grazing committee or vice versa.,"5.5 norms (trust-reciprocity)/social capital
5.5.2 inter-group trust
5 actors (a)"
Nadonjukin,5 5 2 3 intergroup trust high,0,high: members (groups) have the full faith and confidence that the other members (groups) will fulfill their promises.the group could be the community (non-leaders) trusting other groups such as village government or grazing committee vice versa.,"5.5 norms (trust-reciprocity)/social capital
5.5.2 inter-group trust
5 actors (a)"
Nadonjukin,5 5 2 3 1 inter group trust trusted groups,0,statements indicate the types of groups that are trusted.,"5.5 norms (trust-reciprocity)/social capital
5.5.2 inter-group trust
5 actors (a)"
Nadonjukin,5 5 2 3 2 inter group trust not trusted groups,1,statements indicate the types of groups that are not trusted,"5.5 norms (trust-reciprocity)/social capital
5.5.2 inter-group trust
5 actors (a)"
Nadonjukin,5 6 knowledge of ses mental models,0,NA,5 actors (a)
Nadonjukin,5 6 1 1 envir condition decisions by grazing committee,1,statements indicate that evironmental conditions are determined by the grazing committee.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 1 2 envir condition decisions by grazing zone committee,0,statements indicate that evironmental conditions are determined by the grazing zone committee.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 1 3 envir condition decisions by pastoralists,1,statements indicate that evironmental conditions are determined by the pastoralists themselves.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 1 4 envir condition decisions by village gov,1,statements indicate that evironmental conditions are determined by assessing the quality of grass,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 2 1 envir condition determine using quality of grass,1,statements indicate that nevironmental conditions are determined by the  village govenrment.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 2 2 envir condition determine using presence of rain,0,statements indicate that evironmental conditions are determined by assessing the presence of rain,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 2 3 envir condition determine using amount of milk,1,statements indicate that evironmental conditions are determined by assessing the amount of milk from cows,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 2 4 envir condition determine using livestock activeness,1,statements indicate that evironmental conditions are determined by assessing the activeness of livestock,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 3 1 envir condition method used is modern,1,statements indicate that evironmental conditions are determined using modern methods,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 3 2 envir condition method used is traditional,0,statements indicate that evironmental conditions are determined using traditional methods,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 4 1 actor traditional knowledge low,0,low: this actor (member) group has little or no traditional or local knowledge about the condition of the resource.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 4 2 actor traditional knowledge medium,0,"high: the condition of the resource is understood with a moderate degree of confidence by this actor (member) group based on traditional or local knowledge. in other words, the community does not have a long enough history of the area as most people immigrated into the area not very long ago and thus do not really have a good history of the area to manage the rangeland.","5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 4 3 actor traditional knowledge high,1,high: the condition of the resource is understood with a high degree of confidence by this actor (member) group based on traditional or local knowledge.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 5 1 actor traditional knowledge used by elderly people,0,statements indicate that actor traditional knowledge is mainly used by elderly people.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 5 2 actor traditional knowledge used by young people,1,statements indicate that actor traditional knowledge is mainly used by young people.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 6 5 3 actor traditional knowledge used by all,1,statements indicate that actor traditional knowledge is mainly used by young and elderly people.,"5.6 knowledge of ses/mental models
5.6.1 actor traditional knowledge
5 actors (a)"
Nadonjukin,5 7 importance of resource dependence,0,NA,5 actors (a)
Nadonjukin,5 7 1 1 economic dependence not dependent or slightly dependent,0,slightly dependent: the member group derives no or very little of its economic well being from the use of this village rangeland. ,"5.7 importance of resource (dependence)
5.7.1 economic dependence
5 actors (a)"
Nadonjukin,5 7 1 2 economic dependence moderately dependent,0,moderately dependent: the member group derives some but not all of its economic well being from the use of this village rangeland. ,"5.7 importance of resource (dependence)
5.7.1 economic dependence
5 actors (a)"
Nadonjukin,5 7 1 3 economic dependence very dependent,1,very dependent: the member group derives most or all of their economic well being from the use of this village rangeland.,"5.7 importance of resource (dependence)
5.7.1 economic dependence
5 actors (a)"
Nadonjukin,5 7 1 3 1 village rangeland yes accessed equally,1,statements indicate that the village rangeland is equally access by all members.,"5.7 importance of resource (dependence)
5.7.1 economic dependence
5 actors (a)"
Nadonjukin,5 7 1 3 2 village rangeland not accessed equally,0,statements indicate that the village rangeland is not equally access by all members.,"5.7 importance of resource (dependence)
5.7.1 economic dependence
5 actors (a)"
Nadonjukin,5 7 2 1 commons alternatives can easily access other commons,1,"alternative commons refers to other environmental commons (i.e., other rangelands) of the same type that could fulfill the same function as an environmental commons for this actor group (for these users). for the rangeland, having an alternative mean having access to rangelands in other villages, public open areas, or protected areas, etc.member group can easily access alternative commons (rangelands) easily if they don't face any restrictions.","5.7 importance of resource (dependence)
5.7.2 commons alternatives
5 actors (a)"
Nadonjukin,5 7 2 2 commons alternatives can access other commons with some difficulty,1,"alternative commons refers to other environmental commons (i.e., other rangelands) of the same type that could fulfill the same function as an environmental commons for this actor group (for these users). for the rangeland, having an alternative mean having access to rangelands in other villages, public open areas, or protected areas, etc.member group can access alternative commons (rangelands) with some difficulty if they face some restrictions - restrictions may include obtaining permits, which can be issued or denied depending on circumstances.","5.7 importance of resource (dependence)
5.7.2 commons alternatives
5 actors (a)"
Nadonjukin,5 7 2 3 commons alternatives cannot access other commons,0,"alternative commons refers to other environmental commons (i.e., other rangelands) of the same type that could fulfill the same function as an environmental commons for this actor group (for these users). for the rangeland, having an alternative mean having access to rangelands in other villages, public open areas, or protected areas, etc.member group cannot access alternative commons (rangelands) if there are no alternative rangelands or if they cannot be allowed or negotiate successfully with owners.","5.7 importance of resource (dependence)
5.7.2 commons alternatives
5 actors (a)"
Nadonjukin,5 7 2 1 commons alternatives yes accessed equally,1,"alternative commons refers to other environmental commons (i.e., other rangelands) of the same type that could fulfill the same function as an environmental commons for this actor group (for these users). for the rangeland, having an alternative mean having access to rangelands in other villages, public open areas, or protected areas, etc.all users can access alternative rangelands without bias or favor.","5.7 importance of resource (dependence)
5.7.2 commons alternatives
5 actors (a)"
Nadonjukin,5 7 2 2 commons alternatives not accessed equally,0,"alternative commons refers to other environmental commons (i.e., other rangelands) of the same type that could fulfill the same function as an environmental commons for this actor group (for these users). for the rangeland, having an alternative mean having access to rangelands in other villages, public open areas, or protected areas, etc.not all users can access alternative rangelands - there is bias or favor or one has to bribe owners/managers of the alternative rangelands.","5.7 importance of resource (dependence)
5.7.2 commons alternatives
5 actors (a)"
Nadonjukin,5 7 3 1 leakage yes leakage of benefits,1,"in the case of rangelands, leakage mean tight laws put in place to protect rangelands in a specific village may lead to either adaptation of similar laws in a neigboring village, and thus better management of rangeland in that village (i.e., leakage of benefits).","5.7 importance of resource (dependence)
5.7.3 leakage
5 actors (a)"
Nadonjukin,5 7 3 2 leakage yes leakage of costs,0,"in the case of rangelands, leakage mean tight laws may lead to degradation of rangelands in a neighboring or open access rangelands (i.e., a leakage of cost) because the livestock keepers use these areas more (as alternatives) due to the restrictions placed in this village.","5.7 importance of resource (dependence)
5.7.3 leakage
5 actors (a)"
Nadonjukin,5 7 3 3 leakage no leakage,0,no leakage means there is neither leakage of benefits nor leakage of costs.,"5.7 importance of resource (dependence)
5.7.3 leakage
5 actors (a)"
Nadonjukin,5 7 3 4 1 leakage emerging theme,0,put here whatever statements seem to suggest new themes. will see if we can analyze these.,"5.7 importance of resource (dependence)
5.7.3 leakage
5 actors (a)"
Nadonjukin,6 interactions i,0,NA,NA
Nadonjukin,6 1 deliberation processes,0,NA,6 interactions (i)
Nadonjukin,6 1 1 1 conflict resolution yes,1,"conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. ""yes"" means there are such mechanisms","6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 1 1 2 conflict resolution no,0,"conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. ""no"" means there are no such mechanisms","6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 1 2 1 conflict resolution affordable,1,conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. affordable implies that the mechanisms in place are affordable for most people.,"6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 1 2 2 conflict resolution costly,1,conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. costly implies that the mechanisms in place are not affordable for most people.,"6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 1 3 1 conflict resolution effective,1,conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. effective implies that mechanisms in place do resolve differences for most people in the community. effective mechanisms can be costly or affordable.,"6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 1 3 2 conflict resolution not effective,0,conflict resolution mechanisms include a broad variety of formal and informal mechanisms that allow individuals and groups to resolve their differences at relatively low cost. mechanisms in place are not effective if they do not resolve differences for most people in the community. ,"6.1 deliberation processes
6.1.1 conflict resolution
6 interactions (i)"
Nadonjukin,6 2 monitoring activities,0,NA,6 interactions (i)
Nadonjukin,6 2 1 1 participation in social monitoring low,0,this variable describes the level of participation this actor (user) group or their representatives has in the social monitoring of the rangeland. low: participation by regular users is low - only the leadership monitors peoples grazing behaviors.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 1 2 participation in social monitoring medium,1,this variable describes the level of participation this actor (user) group or their representatives has in the social monitoring of the rangeland. medium: participation by regular users is moderate  - it's mainly the leadership which monitors peoples grazing behaviors although sometimes users also do.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 1 3 participation in social monitoring high,1,this variable describes the level of participation this actor (user) group or their representatives has in the social monitoring of the rangeland. high: participation by regular users is high - the users always participate in monitoring other people's grazing behaviors.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 1 4 participation in social monitoring none,0,this variable describes the level of participation this actor (user) group or their representatives has in the social monitoring of the rangeland. none: the lead management agency does not seek input from the actor group.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 2 1 participation motivation ensure equal access,1,statements indicate that the motivation for participation in social monitoring is to ensure equal access to resources.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 2 2 participation motivation prevent overexploitation,1,statements indicate that the motivation for participation in social monitoring is to prevent overexploitation/destruction,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 3 1 participation motivation men,0,statements indicate the specific motivations for men's participation in social monitoring.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 3 2 participation motivation women,1,statements indicate the specific motivations for women's participation in social monitoring.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,6 2 3 3 participation motivation no difference btw men women,1,statements indicate no difference between men and women in their motivations for participation in social monitoring.,"6.2 monitoring activities
6.2.1 participation in social monitoring
6 interactions (i)"
Nadonjukin,7 outcomes o,0,NA,NA
Nadonjukin,7 1 social performance measures,0,NA,7 outcomes (o)
Nadonjukin,7 1 1 compliance no,0,the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. no: this user group does not usually comply with formal rules (most of the time or always). ,"7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Nadonjukin,7 1 2 compliance somewhat,1,"the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. somewhat: this user group sometimes complies with rules, or complies with only a subset of the rules. ","7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Nadonjukin,7 1 3 compliance yes,0,the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. yes: this user group almost always or always complies with formal rules.,"7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Nadonjukin,7 2 ecological performance measures,0,NA,7 outcomes (o)
Nadonjukin,7 2 1 1 commons condition trend worsened,0,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).worsened: the stock and quality of the pasture in the village rangeland has diminished. ","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 2 commons condition trend remained the same,0,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).remained the same: the stock and quality of the pasture in the village rangeland has not changed or has not demonstrated a consistent trend over the time period specified.","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 3 commons condition trend improved,1,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).improved: the stock and quality of the pasture in the village rangeland has improved or increased.","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 3 1 condition trend evidence grass quality height,1,statements indicate that the evidence that show improvement or degradation in rangeland conditions is grass quality and or height.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 3 2 condition trend evidence trees height number,1,statements indicate that the evidence that show improvement or degradation in rangeland conditions is increased tree height and or number.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 3 3 condition trend evidence level of soil erosion,0,statements indicate that the evidence that show improvement or degradation in rangeland conditions is decline or increased in soil erosion,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 4 1 commons condition cause no immigrants incursions,0,statements indicate that the evidence that show improvement or degradation in rangeland conditions is increase or decline in immigrants and or incursion by outsiders.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 4 2 commons condition cause proper mgt,1,statements indicate that improvement of rangeland conditions is a a result of propoert mnagement of rangelands.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 4 3 commons condition cause enforcement of sanctions,1,statements indicate that improvement of rangeland conditions is a result of improved enforcement of sanctions.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 1 4 4 commons condition cause community guarding,0,statements indicate that improvement of rangeland conditions is a a result of increased community guarding.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Nadonjukin,7 2 2 end condition,0,"analytical question: what were the conditions of this commons at the end of the time period being examined?this variable records the condition of the commons at the end of the snapshot. the condition is measured in terms of a percentage of the peak stock or condition, or of the maximum pollution level.1 0-10% of peak stock, 2 11-20% of peak stock, 3 21-30% of peak stock, 4 31-40% of peak stock, 5 41-50% of peak stock, 6 51-60% of peak stock, 7 61-70% of peak stock, 8 71-80% of peak stock, 9 81-90% of peak stock, 10 91-100% of peak stocksource of data: colin's gis data","7.2 ecological performance measures
7.2.2 end condition
7 outcomes (o)"
Nadonjukin,7 2 3 1 invasives worsened,1,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.worsened: the problem of invasive species has increased over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Nadonjukin,7 2 3 2 invasives remained the same,0,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.remained the same: the problem of invasive species has not changed (is the same) over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Nadonjukin,7 2 3 3 invasives improved,0,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.improved: the problem of invasive species has declined over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Nadonjukin,7 2 4 1 bare ground worsened,1,"like with invasive species, presence of bare ground indicates health of a rangeland.worsened: amount of bare ground has increased over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Nadonjukin,7 2 4 2 bare ground remained the same,0,"like with invasive species, presence of bare ground indicates health of a rangeland.remained the same: amount of bare ground has not changed over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Nadonjukin,7 2 4 3 bare ground improved,1,"like with invasive species, presence of bare ground indicates health of a rangeland.improved: amount of bare ground has declined over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Ngoswaki,member in vicoba no,1,participant is not a member of vicoba or similar savings and lending groups,# respondent characteristics
Ngoswaki,member in vicoba yes,1,participant is a member of vicoba or similar savings and lending groups,# respondent characteristics
Ngoswaki,participation in any project no,1,participant did not participate in any of the projects run by tnc or other organizations.,# respondent characteristics
Ngoswaki,participation in non tnc project yes,1,participant participated in non-tnc/partner projects,# respondent characteristics
Ngoswaki,participation in tnc project yes,1,participant participated in at least one of the tnc/partner projects,# respondent characteristics
Ngoswaki,resp char age 20 to 29,0,participant's age is between 20 and 29,# respondent characteristics
Ngoswaki,resp char age 30 to 39,1,participant's age is between 30 and 39,# respondent characteristics
Ngoswaki,resp char age 40 to 49,1,participant's age is between 40 and 49,# respondent characteristics
Ngoswaki,resp char age 50 to 59,1,participant's age is between 50 and 59,# respondent characteristics
Ngoswaki,resp char age 60,1,participant's age is 60 or above,# respondent characteristics
Ngoswaki,resp char econ activity business owner trader,1,participant's main economic activity is business (any form),# respondent characteristics
Ngoswaki,resp char econ activity casual laborer,0,participant's main economic activity is casual labor (wage based employment),# respondent characteristics
Ngoswaki,resp char econ activity farmer,1,participant's main economic activity is farmer,# respondent characteristics
Ngoswaki,resp char econ activity livestock keeper,1,participant's main economic activity is livestock keeper,# respondent characteristics
Ngoswaki,resp char econ activity other livelihoods,0,participant's main economic activity is other (does not fall in any of the specified categories).,# respondent characteristics
Ngoswaki,resp char econ activity professional,1,"participant's main economic activity is teacher, nurse, doctor, extension officer, etc.",# respondent characteristics
Ngoswaki,resp char econ activity provide skilled services,0,"participant's main economic activity is equipment repair, tailoring, construction work",# respondent characteristics
Ngoswaki,resp char education college university,0,"participant's education is diploma, university, or higher",# respondent characteristics
Ngoswaki,resp char education none,1,participant's has no education,# respondent characteristics
Ngoswaki,resp char education primary,1,participant's education is any level of primary school education,# respondent characteristics
Ngoswaki,resp char education secondary,0,participant's education is any level of secondary school education,# respondent characteristics
Ngoswaki,resp char education technical,0,"participant's education is certificate, usually acquired after completion of form four but sometime even after primary school education.",# respondent characteristics
Ngoswaki,resp char ethnic group arusha,0,NA,NA
Ngoswaki,resp char ethnic group maasai,1,participant's ethnic group is maasai,# respondent characteristics
Ngoswaki,resp char ethnic group non maasai,1,participant's ethnic group is non-maasai ( includes all other ethnic groups),# respondent characteristics
Ngoswaki,resp char marital status married,1,"participant's marital status is married, either monogamously or polygamously",# respondent characteristics
Ngoswaki,resp char marital status single never married,1,participant's marital status is single or never married,# respondent characteristics
Ngoswaki,resp char marital status widow separated divorced,1,"participant's marital status is widowed, separated, or divorced",# respondent characteristics
Ngoswaki,resp char sex female,1,participant's sex is female,# respondent characteristics
Ngoswaki,resp char sex male,1,participant's sex is male,# respondent characteristics
Ngoswaki,role in grazing committee chairperson,0,participant's role in the grazing committee: chairperson,# respondent characteristics
Ngoswaki,role in grazing committee grazing coordinator,0,participant's role in the grazing committee: rangeland coordinator,# respondent characteristics
Ngoswaki,role in grazing committee grazing monitor,1,participant's role in the grazing committee: rangeland monitor,# respondent characteristics
Ngoswaki,role in grazing committee member,0,participant's role in the grazing committee: member,# respondent characteristics
Ngoswaki,role in grazing committee secretary,0,participant's role in the grazing committee: secretary,# respondent characteristics
Ngoswaki,role in grazing committee treasurer,0,NA,NA
Ngoswaki,role in village gov council member,1,participant's role in the village government is village government council member,# respondent characteristics
Ngoswaki,role in village gov sub chairperson,1,participant's role in the village government is sub-village chairperson,# respondent characteristics
Ngoswaki,role in village gov veo,1,participant's role in the village government is village executive officer,# respondent characteristics
Ngoswaki,role in village gov village chairperson,1,participant's role in the village government is village chairperson,# respondent characteristics
Ngoswaki,role years in position 1 year,1,tenure in position less than a year,# respondent characteristics
Ngoswaki,role years in position 5 years,1,tenure in position more than five years,# respondent characteristics
Ngoswaki,role years in position 1 to 5 years,1,tenure in position one to five years,# respondent characteristics
Ngoswaki,1 social economic and political settings s,0,NA,NA
Ngoswaki,1 1 demographic trends,0,NA,"1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 1 hpop change decreasing rapidly,0,decreasing rapidly: less than -0.5% population growth per year.,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 2 hpop change decreasing,0,decreasing: between -0.3 and -0.5 population growth per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 3 hpop change stable,0,stable: between -0.2 and 0.2% population growth year per ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 4 hpop change increasing,1,increasing: between 0.3 and 2.4% population growth per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 5 hpop change increasing rapidly,1,increasing rapidly: more than 2.5% population growth rate per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 6 1 hpop increase cause many births,1,cause of increased human population is high birth rate,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 6 2 hpop increase cause immigrations,1,cause of increased human population is migration of people into the village,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 1 6 2 1 hpop change type of people migrating in,1,type of people migrating into the village,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Ngoswaki,1 1 2 1 ethnic composition maasai in 2020,1,select discussion statements indicating % of maasai ethnic groups in 2020 (during the study),"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Ngoswaki,1 1 2 2 ethnic composition non maasai in 2020,1,select discussion statements indicating % of non-maasai ethnic groups in 2020 (during the study),"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Ngoswaki,1 1 2 3 1 ethnic composition maasai in 2015,1,select discussion statements indicating % of maasai ethnic groups in 2015,"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Ngoswaki,1 1 2 3 2 ethnic composition non maasai in 2015,1,select discussion statements indicating % of non-maasai ethnic groups in 2015,"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Ngoswaki,1 1 3 1 livelihoods farming,1,statements indicating % of households engaged in farming,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 3 2 livelihoods livestock keeping,1,statements indicating % of households engaged in livestock keeping,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 3 3 livelihoods entrepreneurship,1,statements indicating % of households engaged in small or large businesses,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 3 4 livelihoods other livelihoods,1,statements indicating % of households engaged in other livelihoods not specified,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 4 1 livelihood changes 5 years ago,1,statements indicating changes in livelihoods 5 years ago,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 4 2 livelihood changes 5 years ago,1,statements indicating changes in livelihoods more than 5 years ago,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 4 3 livelihood changes don t know,0,statements indicating participants don't know when changes in livelihoods took place,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 4 4 livelihood changes no,0,statements indicating there have not been any changes in livelihoods,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 5 1 livelihood changes cause climate change,1,statements indicating changes in livelihoods have been caused by climate changes,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 5 2 livelihood changes cause invasive spp,1,statements indicating changes in livelihoods have been caused by invasive species,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 6 1 livelihood changes ethnic diff yes,1,statements indicating changes in livelihoods differ between ethnic groups found in the village.,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,1 1 6 2 livelihood changes ethnic diff no,0,statements indicating changes in livelihoods do not differ between ethnic groups found in the village.,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Ngoswaki,2 related ecosystems eco,0,NA,2 related ecosystems (eco)
Ngoswaki,2 1 climate patterns,0,NA,2 related ecosystems (eco)
Ngoswaki,2 1 1 climate change yes,1,statements indicating that the climate has changed (or that change in climate has been perceived),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Ngoswaki,2 1 2 climate change no,0,statements indicating that the climate has not changed (or that no change in climate has been perceived),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Ngoswaki,2 2 1 climate change positive effects,0,statements indicating that climate change has had positive impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Ngoswaki,2 2 2 climate change negative effects,1,statements indicating that climate change has had negative impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Ngoswaki,2 2 3 climate change no effects,0,statements indicating that climate change has not had any impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Ngoswaki,3 resource systems rs,0,NA,NA
Ngoswaki,3 1 clarity of system boundaries,0,NA,3 resource systems (rs)
Ngoswaki,3 1 1 1 commons boundaries very unclear,0,unclear boundaries: the boundaries of a commons are difficult to identify with precision.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
